comment,label
"['Malaysia', 'is', 'proud', 'continue', 'bring', 'plight', 'congratulations', 'pm']",sarc
"['first', 'advance', 'can', 'think', 'ahead']",non-sarc
"['forward', 'backward']",sarc
"['A', 'similar', 'conversation', 'is', 'not', 'necessarily', 'drain', 'dock', 'one', 'day', 'it', 'said', 'Malaysian', 'economy', 'was', 'not', 'affected', 'as', 'economic', 'uncertainty']",non-sarc
"['foolishness', 'is']",non-sarc
"['advanced', 'jib', 'head', 'brain', 'mu']",non-sarc
"['head', 'testicles', 'he', 'pressed', 'ahead', 'tax', 'people', 'everywhere', 'pack']",non-sarc
"['seems', 'crazy', 'right', 'up', 'subsidy', 'expires', 'say', 'no', 'money', 'pay', 'salary', 'no', 'last', 'ably', 'strong', 'economy']",non-sarc
"['Malaysia', 'can', 'progress', 'people', 'he', 'diligently', 'struggle', 'get', 'ahead', 'resign', 'pm', 'Malaysia', 'advanced', 'Allah']",sarc
"['chat', 'download', 'mirror', 'chatting', 'uncle', 'g', 'is', 'mirror', 'dementia']",sarc
"['advanced', 'ringgit', 'fell', 'again']",sarc
"['Malaysia', 'economy', 'is', 'uncertain', 'but', 'more', 'advanced']",sarc
"['do', 'not', 'see', 'made', 'it', 'more', 'fun', 'all', 'advanced']",sarc
"['anus', 'not', 'read', 'much', 'will', 'pull', 'call', 'every', 'year', 'inflows', 'try', 'call', 'out']",non-sarc
"['advanced', 'kind', 'usually', 'only', 'see', 'nothing', 'looks', 'increasingly', 'worse', 'there', 'is', 'correct', 'tax', 'hikes', 'around', 'cost', 'living', 'was', 'already', 'getting', 'more', 'people', 'are', 'getting', 'hard', 'say', 'he', 'has', 'already', 'heard', 'is', 'people', 'do', 'not', 'treasure', 'said']",non-sarc
"['not', 'na', 'fool', 'out', 'developed', 'any', 'treasure', 'all', 'more']",non-sarc
['nan'],non-sarc
"['was', 'who', 'go', 'forward', 'not', 'citizens', 'country']",sarc
['grandfather'],non-sarc
"['head', 'testicles']",non-sarc
"['I', 'was', 'getting', 'fed', 'up', 'watching', 'pm', 'Malaysia']",non-sarc
"['is', 'O', 'devil', 'will', 'be', 'advanced']",non-sarc
"['Malaysia', 'continues', 'advance', 'people', 'life', 'miserable']",sarc
"['can', 'go', 'forward', 'economic', 'uncertainty', 'ahead', 'ha', 'ha', 'back', 'is', 'it', 'really', 'wise']",sarc
['nan'],non-sarc
"['chat', 'sorts', 'people', 'not', 'attending', 'school']",non-sarc
"['self', 'indulgent', 'is', 'sucker']",sarc
"['advanced', 'grandmother', 'is', 'expensive', 'sardine', 'tin', 'was', 'already', 'a', 'very', 'expensive', 'one', 'is', 'vote']",sarc
"['money', 'were', 'getting', 'a']",sarc
['fool'],sarc
"['crazy', 'fool']",non-sarc
"['hilarious', 'kinds', 'forward', 'only', 'economic', 'good', 'be', 'true', 'ready', 'later']",sarc
"['government', 'is', 'people', 'only', 'developed', 'abdominal', 'belt']",sarc
"['it', 'is', 'very', 'advanced', 'die', 'fast', 'pm']",sarc
"['head', 'brain']",non-sarc
"['intercourse', 'is', 'warm', 'hearts', 'all', 'present', 'make', 'expensive']",non-sarc
"['is', 'called', 'guided', 'democracy', 'he', 'went']",sarc
"['why', 'is', 'a', 'love', 'fool', 'frankly', 'ore', 'is', 'under', 'sheer', 'pressure', 'now', 'economy', 'is', 'stable', 'why', 'sitting', 'up', 'exhausted', 'bare', 'many', 'more', 'were', 'not', 'sitting', 'pull', 'out', 'more', 'tax', 'subsidies', 'trying', 'answer', 'animals', 'also', 'do', 'also', 'stupid']",non-sarc
"['base', 'obtuse']",non-sarc
"['I', 'pm', 'not', 'aware', 'problem', 'poor', 'economy', 'devastated', 'turned', 'back', 'face']",non-sarc
"['s', 'a', 'm', 'h', 'm', 'a', 'go', 'a', 's', 'a', 'a', 'r', 'a', 't', 'a', 'good']",non-sarc
"['advanced', 'print', 'poor', 'people']",sarc
"['Malaysia', 'is', 'indeed', 'clever', 'Singapore', 'economy', 'may', 'lose']",sarc
"['jib', 'head', 'brain']",non-sarc
"['I', 'do', 'not', 'know', 'it', 'wanted', 'quit', 'can', 'not', 'see', 'people', 'happy', 'life']",non-sarc
"['Malaysia', 'advanced', 'fool', 'there', 'is']",sarc
"['chat', 'can', 'already', 'collapsed']",sarc
"['congratulations', 'pm']",non-sarc
"['please', 'die', 'quickly', 'please']",non-sarc
"['head', 'brain', 'mu']",non-sarc
"['developed', 'many', 'poor', 'people', 'go', 'forward', 'he', 'only', 'one']",sarc
"['theory', 'is', 'head', 'penis']",non-sarc
['nan'],non-sarc
"['father', 'is', 'Tun']",non-sarc
"['developed', 'people', 'suffering', 'first', 'forever']",non-sarc
"['forward', 'it', 'sink', 'pm']",sarc
"['close', 'so', 'enjoyed']",sarc
['full'],sarc
"['more', 'more', 'foolish', 'speeches', 'goodness']",non-sarc
"['can', 'not', 'lie', 'people', 'but', 'not', 'God']",sarc
"['head', 'advanced', 'brain', 'mu']",non-sarc
"['business', 'forward', 'even', 'loss']",sarc
"['most', 'advanced', 'bastard', 'greeting', 'donation']",non-sarc
"['developed', 'countries', 'people', 'retreat']",non-sarc
['misbegotten'],non-sarc
"['head', 'brain']",non-sarc
"['advanced', 'in', 'terms', 'tax', 'collection', 'keep', 'it', 'up', 'all', 'people', 'who', 'have', 'bear']",sarc
"['Malaysia', 'will', 'not', 'go', 'forward', 'but', 'minister']",sarc
"['people', 'less', 'happy', 'wishes']",non-sarc
"['head', 'brain']",non-sarc
"['developed', 'in', 'own', 'pocket', 'pack', 'hag', 'told', 'also', 'rights', 'Malays', 'Malay', 'kill', 'deported', 'alien', 'race', 'entry', 'also', 'let', 'more', 'intelligent', 'brain']",non-sarc
"['grandfather', 'thou', 'suffer', 'even', 'more', 'people', 'do', 'not', 'write']",non-sarc
"['weight', 'already']",sarc
"['people', 'happy', 'despite', 'currency', 'plummeted']",sarc
"['Jewish', 'temperament', 'rub', 'people', 'money', 'poor', 'rich', 'have', 'pay', 'Death', 'us', 'he', 'cronies', 'wealthy']",non-sarc
"['advanced', 'oh', 'much', 'more', 'advanced']",sarc
"['advanced', 'blind']",sarc
"['ministers', 'ahead', 'skids']",sarc
"['bald', 'head', 'brain', 'center', 'I', 'direct', 'jet', 'head', 'he']",non-sarc
"['head', 'brain', 'is']",non-sarc
"['some', 'die']",non-sarc
['thank'],non-sarc
"['I', 'kind', 'crazy', 'people', 'saw', 'seems', 'insane']",non-sarc
"['went', 'wrong']",non-sarc
"['buffoonery', 'correct', 'title']",sarc
"['head', 'brain']",non-sarc
"['humping', 'people', 'money', 'already', 'advanced', 'word']",sarc
['useless'],non-sarc
"['remember', 'remember', 'remember', 'remember', 'liar', 'bandits']",non-sarc
"['do', 'not']",non-sarc
"['head', 'but']",non-sarc
"['advanced', 'head', 'testicles']",non-sarc
"['title', 'developed', 'countries', 'in', 'order', 'be', 'able', 'live', 'people', 'already']",non-sarc
"['so', 'called', 'let', 'papa', 'promises', 'style', 'whatever', 'he', 'wants', 'advance', 'development', 'further', 'depleted', 'forests', 'cleared', 'old', 'leaked', 'bank', 'n', 'pocket', 'is', 'done', 'government', 'a', 'bit', 'long', 'live', 'accommodate', 'government', 'ice', 'is', 'forced', 'people', 'have', 'become', 'like', 'a', 'cow', 'puppet', 'all', 'make', 'government', 'death']",non-sarc
"['eat', 'a', 'lot', 'public', 'money', 'is', 'well', 'developed', 'countries', 'continue', 'back']",sarc
"['last', 'said', 'he', 'entered', 'stable', 'economic', 'news', 'now', 'also', 'talk', 'economic', 'uncertainty', 'I', 'do', 'not', 'understand']",non-sarc
['it'],sarc
"['is', 'going', 'forward', 'are', 'not', 'sure', 'economy', 'forward', 'blasted', 'thing', 'belly', 'a', 'sister', 'rose', 'only', 'appears']",sarc
"['ahead', 'it', 'was', 'have', 'drink', 'toddy']",sarc
"['grow', 'economy', 'is', 'not', 'stable', 'bowl']",non-sarc
['devil'],non-sarc
"['advanced', 'fool']",sarc
"['pm', 'a', 'blessed', 'nation']",non-sarc
"['talk', 'brain', 'so']",sarc
"['there', 'is', 'severe', 'there', 'is', 'a', 'plus', 'advanced', 'got', 'pm']",sarc
"['is', 'destroyed']",non-sarc
"['said', 'Malaysia', 'is', 'only', 'advanced', 'never', 'feel', 'bad', 'about', 'asbestos']",sarc
"['stupid', 'stupid']",non-sarc
['advanced'],sarc
"['go', 'hell', 'is', 'wrong', 'days']",non-sarc
"['hilarious', 'crazy', 'I', 'think']",sarc
"['Why', 'it', 'is', 'so', 'feint', 'innocent', 'habit', 'say', 'not', 'right']",sarc
"['head', 'brain']",non-sarc
"['stupid', 'has', 'pm']",non-sarc
"['correction', 'citizens', 'continue', 'promote', 'Malaysia', 'despite', 'economic', 'uncertainty']",sarc
['nan'],non-sarc
['brain'],non-sarc
"['thrive', 'debt']",sarc
"['is', 'old', 'does', 'not', 'remember', 'a', 'great', 'chance', 'repent', 'while', 'claiming', 'all', 'evil', 'treasure', 'doing', 'is', 'stalling', 'n', 'hot', 'hell', 'remember']",non-sarc
"['statement', 'is', 'not', 'forward', 'but', 'more', 'more', 'crushed']",sarc
"['statement', 'merely', 'trickster', 'he', 'liver', 'fact', 'useless']",non-sarc
"['shattered', 'economy']",non-sarc
"['Malaysians', 'is', 'not', 'only', 'a', 'lot', 'people', 'hate', 'much', 'country', 'outside', 'laughed', 'pack', 'thoughts', 'go', 'travel', 'time', 'recently', 'congratulated']",non-sarc
"['PM', 'can', 'go', 'forward', 'but', 'people', 'want', 'go', 'it', 'ahead', 'its', 'own', 'leaders', 'make', 'people', 'miserable']",non-sarc
"['minister', 'move', 'forward']",sarc
"['angel', 'is', 'na', 'pull', 'life']",non-sarc
"['adze', 'tailings', 'antique', 'call', 'will', 'also', 'not', 'yes', 'random', 'people', 'comfortable', 'not', 'wearing', 'peril']",non-sarc
"['yes', 'advanced', 'other', 'countries']",non-sarc
['nan'],non-sarc
['bullshit'],non-sarc
"['Malaysia', 'advanced', 'people', 'languish']",non-sarc
"['already', 'He', 'gave', 'word', 'bad']",sarc
"['illegal', 'continue', 'be', 'sold', 'even', 'though', 'it', 'is', 'forbidden', 'by', 'Islam', 'became', 'lawful', 'taxed', 'yes', 'worst', 'pm', 'Malaysia', 'us', 'century']",non-sarc
"['father', 'head', 'forward']",non-sarc
"['I', 'heard', 'he', 'fell', 'asleep', 'na', 'say', 'useless']",sarc
"['he', 'developed', 'a', 'nurse', 'only', 'people', 'languish']",sarc
"['developed', 'countries', 'but', 'people', 'suffer']",non-sarc
"['appears', 'have', 'been', 'country', 'worst']",non-sarc
"['harness', 'advanced']",sarc
['sad'],non-sarc
"['want', 'not', 'advanced', 'much', 'tax']",sarc
['lying'],non-sarc
"['advanced', 'in', 'terms', 'people', 'getting', 'poorer', 'ministers', 'cronies', 'get', 'richer']",sarc
"['head', 'testicles', 'developed', 'people', 'money', 'pouch', 'is', 'a', 'dead', 'end', 'times', 'faster']",non-sarc
"['Malaysia', 'had', 'already', 'developed']",sarc
"['Malaysia', 'are', 'advanced', 'but', 'not', 'its', 'people']",sarc
"['makin', 'makin', 'makin', 'almost', 'took', 'it', 'all', 'is', 'want', 'suppress', 'us', 'preference']",sarc
"['advanced', 'mu']",sarc
"['all', 'words', 'come', 'out', 'mouth', 'as', 'best', 'joke', 'in', 'eyes', 'emperor', 'joke', 'Malaysia']",sarc
"['advanced', 'supposedly', 'advanced', 'grave']",sarc
"['advanced', 'coke', 'slit', 'any', 'fool', 'can', 'be', 'a', 'minister']",non-sarc
"['God', 'I', 'read', 'happy', 'news', 'does', 'not', 'want', 'pay', 'taxes', 'properly', 'thank', 'God', 'tomorrow', 'morning']",sarc
"['le', 'properly', 'developed', 'countries', 'laos', 'nepal', 'bangladesh', 'Timor']",sarc
"['I', 'have', 'a', 'friend', 'like', 'is', 'bald', 'start', 'jib']",non-sarc
"['head', 'testicles', 'advance', 'people', 'do', 'not', 'know', 'suffering', 'respect', 'tun', 'm']",non-sarc
['bald'],sarc
['nan'],sarc
"['forward', 'worst', 'there', 'is', 'money', 'fall', 'further', 'point', 'go', 'forward', 'another', 'tax', 'again']",sarc
['diarrhea'],non-sarc
['advanced'],sarc
['nan'],sarc
"['feint', 'fool', 'job']",sarc
"['really', 'pm', 'a', 'bitch', 'have', 'developed', 'got', 'cronies', 'especially', 'witch']",non-sarc
"['crazy', 'bastard', 'does', 'not', 'forward', 'all', 'misbegotten', 'tax', 'subsidy', 'created', 'in', 'lupus', 'toll', 'prices', 'again', 'rose', 'sharply', 'increase', 'price', 'goods', 'was', 'most', 'noticeable', 'salaries', 'ministers', 'more', 'developed', 'countries', 'believe', 'correct']",sarc
"['ringgit', 'fell', 'country', 'progresses', 'I', 'believe', 'very']",sarc
"['head', 'testicles', 'forward']",non-sarc
"['developed', 'stuff', 'I', 'about', 'go', 'bankrupt', 'people', 'hard', 'right', 'now']",non-sarc
"['docking', 'remember', 'lying', 'say', 'people', 'do', 'not', 'know', 'useless', 'got', 'pm']",non-sarc
"['developed', 'countries', 'dropped', 'money', 'one', 'day', 'deception', 'Malaysia']",non-sarc
"['liar', 'descent', 'is', 'not', 'na', 'lie', 'out', 'want', 'a', 'lie', 'it', 'is', 'going', 'bangladesh', 'want', 'take', 'it', 'Malaysian', 'community', 'here', 'people', 'do', 'not', 'believe', 'cent', 'had', 'it']",non-sarc
"['talking', 'about']",non-sarc
"['r', 'developed', 'advanced', 'head', 'sycophant', 'minister', 'father']",non-sarc
"['ahead', 'people', 'eat', 'cassava', 'dipped', 'in', 'sugar', 'also', 'taxable', 'wait', 'it', 'later', 'wide', 'scope', 'responsibility', 'is', 'later']",non-sarc
"['fun', 'piss', 'people', 'only']",non-sarc
"['only', 'advanced', 'alone', 'people', 'retreat', 'people', 'hunger', 'fullness', 'let', 'alone', 'he', 'advanced', 'down', 'there', 'who', 'knows', 'in', 'front', 'enemy', 'so', 'he', 'shot', 'dead', 'last', 'right', 'advances']",non-sarc
['shareholders'],non-sarc
"['advanced', 'head', 'brain', 'developed', 'it', 'is', 'national', 'debt', 'is', 'a', 'bitch', 'got', 'pm']",non-sarc
"['face', 'look', 'even', 'pee', 'crap']",non-sarc
"['grandfather', 'head', 'is']",non-sarc
"['it', 'is', 'true', 'more', 'developed', 'tax', 'suffocating', 'well', 'done']",sarc
['believe'],sarc
"['waste', 'time', 'talking', 'convoluted', 'recipient', 'twisted', 'offspring', 'only', 'shame']",non-sarc
"['minister', 'worst']",non-sarc
"['shattered', 'country', 'there', 'is', 'a', 'mentality', 'both', 'ministers', 'pinhead', 'do', 'not', 'understand', 'plight', 'daily', 'goods', 'even', 'more', 'expensive', 'stable', 'economy', 'is', 'still', 'talking', 'pig']",non-sarc
"['advanced', 'developed', 'countries', 'properly', 'developed', 'countries', 'had', 'developed', 'national', 'currencies', 'also', 'fell', 'forward', 'jib', 'is', 'bullshit']",sarc
"['scope', 'public', 'money', 'developed', 'countries', 'more', 'more', 'people', 'pay', 'taxes', 'is', 'very', 'difficult', 'many', 'wretched']",non-sarc
"['forward', 'people', 'money']",sarc
"['stomach', 'is', 'forward']",sarc
"['strong', 'urine', 'b', 'misbegotten', 'tax', 'shit', 'advanced']",sarc
"['go', 'is', 'hearing', 'religious', 'lectures', 'at', 'mosque', 'call', 'is', 'reluctant', 'leave', 'home', 'look', 'mufti', 'teaching', 'guides', 'gods', 'remember', 'day', 'death', 'is', 'not', 'afraid']",sarc
"['do', 'not', 'worry', 'economy', 'falls', 'will', 'add', 'add', 'correct', 'tax', 'developed', 'countries', 'make', 'people', 'suffer', 'not', 'gang']",sarc
"['damn', 'right']",non-sarc
"['God', 'eyes', 'he', 'hijab', 'have', 'do', 'is', 'say', 'economic', 'chapter', 'intoxication', 'only']",sarc
"['like', 'talking', 'out', 'there', 'is', 'subsidy', 'be', 'withdrawn', 'do', 'not', 'know', 'I', 'trust', 'only', 'label', 'it']",sarc
"['only', 'a', 'madman', 'can', 'believe', 'talk', 'warrior', 'or', 'blind']",non-sarc
"['Hobo', 'popular', 'kid', 'bowl', 'swing']",non-sarc
"['aunt', 'developed', 'an', 'advanced', 'price', 'goods', 'only']",non-sarc
"['head', 'brain', 'mu', 'mu', 'lah', 'quick', 'turn', 'right', 'path', 'God', 'may', 'open', 'door', 'heart', 'repent']",non-sarc
"['advanced', 'head', 'brain', 'ringgit', 'deteriorating']",non-sarc
"['make', 'it', 'work', 'out', 'beggars', 'robberies', 'had', 'be', 'dead', 'already', 'promised', 'price', 'drops', 'want', 'ask', 'just', 'one', 'question', 'Malaysian', 'economy', 'is', 'said', 'control', 'government', 'can', 'only', 'chat', 'is', 'people', 'persecuted', 'people', 'wait', 'oath', 'is', 'prayer', 'oppressed', 'destruction', 'hijab', 'remember', 'no', 'good']",non-sarc
"['economic', 'uncertainty', 'can', 'also', 'dock', 'wander', 'blindly', 'forward', 'trick', 'people', 'who', 'do', 'not', 'know', 'can', 'le']",sarc
['congratulates'],sarc
['liar'],non-sarc
"['he', 'is', 'not', 'ashamed', 'correct', 'wretched']",non-sarc
['full'],sarc
"['economic', 'uncertainty', 'act', 'who', 'tried', 'trying']",sarc
['nan'],non-sarc
['thank'],non-sarc
"['go', 'ahead', 'no', 'right', 'sacrifice', 'people', 'devils']",non-sarc
"['before', 'says', 'going', 'feint', 'skunk', 'talk', 'only', 'work', 'knows', 'realize', 'he', 'is', 'also']",non-sarc
"['head', 'testicles']",non-sarc
"['can', 'ride', 'past', 'towers', 'plunge']",non-sarc
"['small', 'print', 't', 't', 'nan', 'nan', 'capable', 'making', 'a', 'similar', 'divorce', 'ho']",non-sarc
"['did', 'have', 'squeeze', 'people']",non-sarc
"['first', 'time', 'saw', 'a', 'comment', 'sorts', 'pm', 'is', 'great', 'is']",non-sarc
"['make', 'best', 'first', 'jib', 'pack', 'is', 'not', 'same', 'as', 'now']",sarc
"['God', 'opened', 'door', 'heart', 'so', 'is', 'he', 'a', 'good', 'boss', 'n', 'trust', 'oriented', 'government', 'do', 'not', 'make', 'a', 'hypocrite', 'amine']",sarc
['father'],sarc
"['he', 'advanced', 'head', 'testicles']",non-sarc
"['advanced', 'pockets', 'people', 'is', 'squeezed']",non-sarc
['great'],sarc
['lying'],non-sarc
"['advanced', 'brain', 'father']",sarc
['winch'],non-sarc
['full'],sarc
"['uncertain', 'economic', 'statement', 'but', 'developed', 'a', 'very', 'strange', 'but', 'true']",sarc
"['it', 'is', 'people', 'who', 'develop', 'stomach', 'people', 'had', 'tie', 'it', 'but', 'ministers', 'want', 'wealthy', 'people', 'in', 'it', 'wait', 'pigs']",non-sarc
"['advanced', 'people', 'want', 'eat', 'body', 'was', 'not', 'quite', 'cost', 'living', 'was', 'asshole']",non-sarc
"['has', 'kind', 'fatwa']",sarc
"['Malaysia', 'ahead', 'papa']",non-sarc
"['want', 'hear', 'laugh', 'like', 'kind', 'weird', 'right', 'can', 'be', 'developed', 'in', 'economy', 'stabilized']",sarc
"['head', 'testicles']",non-sarc
"['Malaysia', 'is', 'not', 'kind', 'tun', 'present', 'various', 'problems', 'arise']",non-sarc
"['is', 'kind', 'want', 'develop', 'country', 'pm', 'Malaysia', 'while', 'uncertain', 'economy', 'there', 'is', 'all', 'Malaysians', 'right', 'not', 'suffer']",non-sarc
"['wife', 'children', 'cronies', 'advanced', 'people', 'poor', 'ordinary', 'people', 'as', 'well', 'as', 'a', 'small', 'business', 'own', 'work', 'is', 'depressed', 'tormented', 'over', 'village', 'is', 'only', 'wait', 'more', 'quickly', 'good', 'thank']",non-sarc
['Fooling'],non-sarc
"['advanced', 'citizens', 'already', 'can', 'pay', 'debts', 'bastard', 'wretched']",non-sarc
"['statement', 'read', 'kind', 'bullshit', 'feeling', 'like', 'vomiting']",sarc
"['yes', 'indeed', 'go', 'ahead', 'oppressed', 'people', 'suffer', 'many', 'are', 'difficult']",sarc
"['dick', 'interviewed', 'jib']",non-sarc
"['he', 'developed', 'he', 'does', 'say', 'is', 'dream']",sarc
['intelligent'],non-sarc
"['Step', 'forward', 'is', 'very', 'loose', 'many', 'small', 'companies', 'big', 'scope', 'scandal', 'many', 'investors', 'fled', 'national', 'self', 'indulgent', 'pity', 'lines']",sarc
"['crony', 'forward', 'it', 'correctly', 'foul', 'mouth']",sarc
"['chosen', 'leader', 'allah']",non-sarc
"['advanced', 'idea', 'a', 'corrupt']",sarc
"['I', 'pm', 'best', 'country', 'progresses', 'yew', 'fun', 'destitute', 'people', 'pay', 'taxes', 'only', 'close', 'kingdom', 'really', 'pm', 'good', 'at', 'country', 'forward', 'in', 'a', 'way', 'it', 'difficult', 'people', 'pm', 'most', 'wretched', 'in', 'world', 'surrounding', 'it', 'quickly']",non-sarc
"['every', 'fool']",non-sarc
"['superior', 'economic', 'cronies', 'continue', 'progress']",non-sarc
"['advanced', 'introduce', 'a', 'new', 'tax', 'removal', 'subsidies', 'developed', 'in', 'terms', 'it']",sarc
"['advanced', 'business', 'first', 'know', 'follow', 'deliciously', 'mouth', 'is', 'already', 'dizzy', 'only', 'think', 'set', 'bill', 'was', 'shops', 'no']",sarc
"['economy', 'minister', 'who', 'was', 'also', 'kind', 'advanced', 'people']",non-sarc
"['many', 'ministers', 'not', 'talk', 'sense', 'even', 'graduates', 'foreign', 'universities']",non-sarc
"['gabby', 'strong']",non-sarc
"['brain', 'is', 'head', 'jib']",non-sarc
"['indeed', 'deceived', 'people', 'continue', 'go', 'forward']",sarc
['nan'],non-sarc
['head'],non-sarc
"['best', 'pm']",non-sarc
"['he', 'was', 'getting', 'rich', 'living', 'spouse', 'is', 'increasing', 'honest', 'feelings']",non-sarc
"['economy', 'minister', 'truss', 'forward', 'despite', 'country', 'economic', 'decline']",sarc
['nan'],sarc
"['head', 'father']",non-sarc
['advanced'],sarc
"['head', 'testicles']",non-sarc
"['sit', 'forward', 'it', 'took', 'money', 'people']",sarc
"['speaking', 'only', 'own', 'shock']",sarc
"['easy', 'so', 'easy', 'pm', 'kinds', 'beans', 'only']",sarc
"['funny', 'do', 'not', 'know', 'say', 'have', 'thought', 'it', 'self']",sarc
"['shit', 'lah', 'lah', 'advanced', 'farrow']",non-sarc
"['grandfather', 'cronies', 'toilet', 'bowl', 'advanced', 'verbiage', 'result', 'people', 'chief', 'bandit', 'clever', 'trick']",non-sarc
"['I', 'agree', 'agree', 'resign', 'more', 'hilarious', 'is', 'body']",sarc
['full'],sarc
"['people', 'in', 'developed', 'countries', 'tax', 'will', 'not', 'mind', 'brain', 'head']",non-sarc
"['pocket', 'advanced', 'pockets', 'dry', 'much', 'trouble', 'is']",non-sarc
"['dyke', 'mu']",non-sarc
['boast'],sarc
"['head', 'testicles']",non-sarc
"['crazy', 'crazy', 'advanced', 'airplane', 'is', 'already', 'up', 'grade', 'own', 'panda', 'bear']",sarc
"['Best', 'let', 'pm']",non-sarc
"['developed', 'advanced', 'rectal']",sarc
"['oh', 'joke', 'Islamic', 'countries', 'Malaysia', 'I', 'saw', 'prostitution', 'casino', 'gambling', 'corruption', 'other', 'clutter', 'in', 'Malaysia']",sarc
['nan'],non-sarc
"['stop', 'cheating', 'is', 'going', 'be', 'a', 'hypocrite', 'just', 'about', 'stop', 'cheating']",non-sarc
"['eat', 'curses', 'is', 'only', 'meal', 'later']",non-sarc
['pigs'],non-sarc
"['head', 'testicles']",non-sarc
['nan'],non-sarc
"['head', 'testicles', 'father']",non-sarc
['phlegm'],non-sarc
"['Police', 'are', 'now', 'pretty', 'girlfriend', 'girlfriends', 'soldiers', 'now', 'pretty', 'girlfriend', 'pilot', 'now', 'pretty', 'ministers', 'now', 'only', 'head', 'penis', 'brain']",non-sarc
"['most', 'advanced', 'its', 'daytime', 'dream']",sarc
['life'],non-sarc
['queasy'],non-sarc
"['pm', 'unconsciousness', 'ha', 'angry', 'angry', 'angry']",non-sarc
"['cite', 'buffoonery']",sarc
"['why', 'I', 'was', 'not', 'happy', 'hear', 'news']",non-sarc
"['only', 'a', 'fairy', 'tale']",sarc
"['developed', 'do', 'not', 'see', 'say', 'was', 'clear', 'haze', 'may', 'forget', 'wear', 'glasses', 'new', 'coat', 'looks', 'oh', 'forget', 'fix', 'eyes', 'more', 'advanced', 'taxes', 'prices', 'goods', 'all', 'seems', 'so']",sarc
"['am', 'always', 'watching', 'drama', 'due', 'also', 'participated', 'in', 'realm', 'fantasy', 'after', 'contact', 'jack', 'west']",sarc
"['ma', 'difficult', 'people', 'had', 'not', 'developed', 'there', 'is', 'is', 'expensive']",non-sarc
"['have', 'good', 'economic', 'fundamentals']",non-sarc
['stupid'],non-sarc
"['who', 'said', 'Islam', 'in', 'Malaysia', 'a', 'developed', 'economy', 'who', 'said', 'was', 'only', 'advanced', 'economy', 'pockets', 'are', 'always', 'full', 'people', 'cheat', 'money', 'out', 'first', 'it', 'already', 'gone', 'b']",non-sarc
"['Islamic', 'economics', 'practiced', 'usury', 'corruption', 'n', 'more', 'is', 'real', 'economy', 'Jew']",non-sarc
['nan'],sarc
"['it', 'make', 'no', 'sense']",non-sarc
"['Islamic', 'economics', 'is', 'most', 'advanced', 'product', 'please', 'highlight', 'scope', 'predecessor', 'after', 'numbness', 'is', 'not', 'enough', 'public', 'money', 'broom', 'hopefully', 'continue', 'long', 'age', 'continue', 'deceive', 'or', 'convert']",non-sarc
"['fathers', 'only', 'minister', 'who', 'is', 'self', 'indulgent', 'Islam', 'Malaysia', 'most', 'advanced', 'developed', 'economy', 'minister', 'fathers', 'racing', 'also', 'want', 'develop']",sarc
"['Islamic', 'economics', 'candied', 'skull', 'is', 'Islam']",non-sarc
"['cheats', 'only', 'work', 'he']",non-sarc
['nan'],sarc
"['who', 'is', 'capable', 'most', 'advanced', 'economy', 'go', 'blind', 'servant', 'he', 'oversea', 'coat', 'coat']",sarc
['trick'],non-sarc
"['dead', 'people', 'again', 'like']",non-sarc
"['advanced', 'is', 'full', 'homeless', 'people', 'do', 'not', 'believe', 'dropped', 'it', 'early', 'morning', 'see', 'people', 'go', 'bed', 'no', 'mattress', 'pillow', 'covers', 'roof', 'down', 'dare']",non-sarc
"['who', 'sucker', 'is', 'recognized', 'only', 'more']",sarc
"['brain', 'is', 'not', 'developed']",non-sarc
"['I', 'sick', 'banks', 'want', 'spit']",sarc
"['no', 'thank', 'pm', 'Malaysia']",non-sarc
"['I', 'read', 'recently', 'but', 'bile', 'saw', 'bald', 'head', 'right', 'then', 'pull', 'lamp', 'cover', 'blanket']",non-sarc
"['choke', 'out', 'corruption', 'is', 'not', 'an', 'Islamic', 'state', 'out', 'father']",non-sarc
"['head', 'testicles']",non-sarc
"['wan', 'na', 'laugh', 'sat']",non-sarc
['thank'],non-sarc
"['just', 'glad', 'he', 'a', 'go']",sarc
"['is', 'already', 'one', 'world', 'know', 'do', 'not', 'have', 'pee', 'feet', 'wide', 'chat', 'government', 'today', 'a', 'very', 'great', 'time', 'na', 'end', 'up', 'cronies', 'Malay', 'proverb', 'on', 'horns']",non-sarc
"['advanced', 'animal', 'ape', 'is', 'wait', 'again', 'later', 'national', 'line', 'I', 'certainly', 'corruption', 'mu', 'n', 'it', 'only', 'vote', 'buying']",non-sarc
"['islam', 'is', 'strong', 'but', 'corruption']",non-sarc
"['Evil', 'has', 'a', 'wide', 'boar']",non-sarc
"['I', 'did', 'not', 'expect', 'stupid', 'not', 'ashamed', 'tell', 'world', 'corruption', 'kid', 'has', 'great', 'embarrassment', 'Malaysia', 'as', 'an', 'Islamic', 'country', 'practices', 'corruption', 'say', 'best', 'Islamic', 'economy', 'has', 'jackass', 'pm']",non-sarc
"['islam', 'not', 'rub', 'people', 'money']",sarc
"['good', 'be', 'true']",sarc
"['devils', 'Air', 'preamble']",sarc
['nonsense'],non-sarc
"['only', 'a', 'kid', 'engrossed', 'delighted', 'people', 'first', 'jib', 'dock', 'just', 'languished']",sarc
