comment,sent_majority,sarc_majority
Bnda yg haram trus dijual..meskipun bnda tu diharamkan oleh agama islam..dan mnjadi halal apabila dikenakn cukai..ya itula malaysia kita..pm paling truk abad ini..,neg,non-sarc
Maju kepala bpak kau!!!,neg,non-sarc
Terus tetido aku dengo dia nak cakap...pepoyo...,neg,sarc
Dia sorg ja maju...rakyat merana,pos,sarc
negara maju...tapi rakyat tersiksa...,neg,non-sarc
nampaknya teruk sudah negara kita.... nih...haiz,neg,non-sarc
Maju abah kau,pos,sarc
Sedihhh :(,neg,non-sarc
maw xmaju . cukai banyak,pos,sarc
Bohong!!!!,neg,non-sarc
Maju...dlm istilah rakyat makin miskin.menteri dan kroni makin kaya...,pos,sarc
Kepala bana najib.. maju sbb pau duit rakyat.. akhir zaman.. cpt2 la mati,neg,non-sarc
Malaysia dah terlebih maju....,pos,sarc
Malaysia saja yg maju tp bkn rakyatnya,pos,sarc
makin..makin..makin hampir.. Ambil lah semua yg kamu mahukan.. Tindas la kami semahu mu..,pos,sarc
Maju mu,pos,sarc
Ahahahaha..sgala pktaan yg kuo dr mulut najib bagaikn lawak smata2..the best of maharaja lawak malaysia..,pos,sarc
Maju konon.maju ke kubur,neg,sarc
Maju kok celoh mano . Bodo2 pon buleh jadi menteri .,neg,non-sarc
"Alhmdulillah... Bahagia aku baca berita dari najib ni, tak sabaq2 nak bayaq cukai gst dgn tol esok pagi... Alhamdulillah... Syukur...",pos,sarc
Betui le MAJU.....MAJU dari Bangladesh Nepal Laos Timor Laste ...,pos,sarc
Kawan2 aku pon da start botak macam hang laaa jib,neg,non-sarc
Maju kepala bana ko..rakyat tgh merana ko x tau !....respek Tun M..,neg,non-sarc
Botakkkk,neg,sarc
puuuiiii,neg,sarc
ahhh maju ke makin teruk ada lah.duit rm jatuh lagi takat nie.tang mane yg maju dengan cukai 2 lain .gst lagii????.,neg,sarc
ciret,neg,non-sarc
Tang mana majunyaaaa,pos,sarc
Auta,neg,sarc
"Membohong,menipu je kerjanyaaaa....alahaiii",neg,sarc
"Lu memang PM yg bangsat, kasi maju lu punya diri dgn lu punya kroni terutama nenek kebayan...",neg,non-sarc
Gila tak maju..segala jadah cukai tercipta..segala jadah subsidi di lupus..harga toll lagi naik mendadak..harga barang pun naik..paling ketara bila gaji pak menteri naik..itu betul2 negara maju..cayalah!!,pos,sarc
Ringgit jatuh negara terus maju. Aku percaya sgt 200%.,pos,sarc
Maju kpla bana hang,neg,non-sarc
Maju apa barang..dh nk bankrap dh..susah betul rakyat skrg..,neg,non-sarc
Dok cakap bohong..ingat rakyat x tau ka..haprap punya PM,neg,non-sarc
Negara maju duit jatuh kerjanya hari hari tipu satu Malaysia.,neg,non-sarc
"Keturunan pembohong najib ni..x habis2 nk bohong...kalau nk bohong tu najib..pi la kat org bangla yg kamu nk ambil tu..kalau kat masyarakat malaysia sini ,5sen org x percaya sudah dgan kamu tu...",neg,non-sarc
Ape ko merepek ni,neg,non-sarc
Maju r bg menteri penjilat..maju pale bapok mung..,neg,non-sarc
"Maju mung najib..rakyat makan ubi kayu cicah gula pon kena cukai..hang tnggu lah nanti,klu cam gni jawap nya lingkup lah umno nnti..",neg,non-sarc
asyik mngencing rakyat je,neg,non-sarc
Najip ajah yg maju sendirian...rakyatnya mundur...karna rakyatnya kelapara....najip kan kenyang...biarin aja dia yg maju duluan...spetau di dpn ade musuh biar dia di tembak duluan...kan pasmati dia....,neg,non-sarc
waklu!,neg,non-sarc
Maju kepala hotak ko la najib..yg maju tu hutang negara adalah..bangsat punya PM..,neg,non-sarc
kencing.tngok muka pun menyampah,neg,non-sarc
pale atok kau la najubur,neg,non-sarc
Mmg betol ....cukai yg semakin maju mencekik rakyat....syabas,pos,sarc
Percaya 200%!!!,pos,sarc
Buang masa layan penerima derma cakap berbelit belit malu keturunan shj.,neg,non-sarc
Menteri yg paling teruk...,neg,non-sarc
Negara hancur kerana Ada menteri yg metaliti kedua..otak udang Dan tidak faham kesusahan rakyat..barangan Harlan makin mahal pun masih cakap ekonomi stabil..memang najib babi,neg,non-sarc
Gst maju negara maju... tol maju negara pun maju.... Mata Wang jatuh.. Negara pun maju.. Taik kucing lah jib...,neg,sarc
Pelingkup duit rakyat...negara maju rakyat makin susah banyok sgt bayar cukai..jelakaaa,neg,non-sarc
Maju ke depan dgn duit rkyat ahhah,pos,sarc
Perut hang la maju ke depan Najib oooooiiiii,pos,sarc
Najib kencing kuat woi...gst...2.6b..1mdb..cukai mcm2 haram jadah..maju taik kucing..,neg,sarc
"P la dengar2 kliah agama sama,kalau segan p masjid panggil la Tuan2 Mufti ajar drumah,carilah hidayah Allah,ingat la hari kematian,tak tkut ke?",pos,sarc
"Jangan risau ..kalau  ekonomi negara jatuh , kami akan tambahkan cukai... tambahkan tol... yang penting negara maju.. rakyat menderita tak apa ( ajib and the geng and maslan )",pos,sarc
cilaka tol,neg,non-sarc
Ya Allah..Mata dia ni ada hijab ke pe kalau pasal ekonomi2 nih.. Ckp mcm mabuk je,pos,sarc
Suka2 ckp..hbis subsudi dtarik..kna plak gst...x thu nk labelkn lg dh...brserah je lh,neg,sarc
Orang gila shj boleh percaya cakap pahlawan bugis INI atau buta tuli.,neg,non-sarc
Batak nak popular mangkok ayun ni...,neg,non-sarc
maju mak cik dia yg maju harga barang je,neg,non-sarc
"Pale hotok mu pokjik,cepat la mu brtaubat ke jln yg benar.....semoga allah buke pntu hati mu untuk brtaubat....",neg,non-sarc
Maju kepala hotak kau jiby kalau nilai ringgit semangkin merosot,neg,non-sarc
"Buat la kerja GST,samun habis pegemis pun kena,org mati pun kena,janji turun harga,nak tanya satu soalan ja ekonomi Malaysia ni sapa kontrol,kerajaan bolih sembang saja la,rakyat sumpah,rakyat diiniaya,tunggu la kehancoran,doa org teriniaya tiada hijab,ingat baik2",neg,non-sarc
Lol.. Ekonomi xmenentu dok trumbang ambing pon bleh maju ke? Tipu org yg xtau boleh le,neg,sarc
"Tahniah najib, kah3",pos,sarc
Pembohong,neg,non-sarc
tak malu betul dia ni jilake,neg,non-sarc
Syok sendiri,pos,sarc
"Ekonomi tak menentu atas perbuatan sape??? Cer citer.., cer citer..",pos,sarc
Puuiihhh.......,neg,non-sarc
Alhamdulilah..,pos,non-sarc
Terus maju tak kan korbankan rakyat. Devils,neg,non-sarc
Sblom ni ckp lain skunk ckp lain..nk membohong je kje nye ntah bila nk insaf gak nye lh die ni,neg,non-sarc
Kepala bana die,neg,non-sarc
Najib..blh kau naik menara petronas tu...pastu kau terjun...,neg,non-sarc
Pm.kicik tu alek.t.bol .t.nan bol nan.cakap talak selupa bikin ho.haya....,neg,non-sarc
mane xnye kalau dah memerah hasil titik peluh rakyat..,neg,non-sarc
First time tengok komen dari pm macam ni......mmg hebatlah najib ni.,pos,non-sarc
buatlah yang (terbaik) pak jib )  dulu tak sama cam sekarang....,pos,sarc
ya Allah....buko la pintu hatinya...supaya die mnjadi ketua yg baik n amanah serta berjiwa rakyat...jgn jadikan die seorang yang munafik...aminnn....hihihihi,pos,sarc
Apak ko,neg,sarc
Maju pale bana dia,neg,non-sarc
majulah poket rakyat diperah,neg,non-sarc
Hebaqqqq rr,pos,sarc
Bohong,neg,non-sarc
Maju hotak bapak kau,neg,sarc
Lancau,neg,non-sarc
siok sendiri..,pos,sarc
"Ekonomi x menentu tp Maju ...  Statement yg sgt Pelik , tp Benar",pos,sarc
Memang la sebab rakyat yng majukan ...rakyat terpaksa ikat perut bila mau itu ini ....tapi menteri kaya raya ....rakyat d anjing2x kan ...denagn gst ....tunggu kmu menteri2x babi..,neg,non-sarc
Maju apa benda nya rakyat nk mkn pun xcukup...kos sara hidup dh teruk,neg,non-sarc
Mana punya fatwa cam ni,pos,sarc
Malaysia mju rkyt papa .....,neg,non-sarc
"mau ktwa dgr dia kta mcm tu,pelik btul,mcm mna bleh mju sdg kn ekonomi �mntu....",pos,sarc
kepala kubutohan engkau..,neg,non-sarc
Negara malaysia tak macam zaman Tun...sekarang  pelbagai masalah timbul...,neg,non-sarc
"klw mcm ni la pm mhu majukn negara mlysia sdngkn ekonmi ngara tak menentu,di situ lah seluruh rakyat mlysia menderita!btl tidak??",neg,non-sarc
"Najib,isteri,anak2 dan kroni2 yg maju,kami rakyat yg miskin dan yg biasa2 ni,org niaga kecik2 serta yg kerja sendiri ni tertekan dan terseksa,lebih2 org2 kampong,la ni kami tunggu. PRU14 ja,lagi cepat lagi bagus,tksih",neg,non-sarc
Merapu,neg,non-sarc
Maju rakyat dah boleh bayar hutang Jibros dgn GST haram jadah jilake...,neg,non-sarc
Statement ape ni???? Baca rasa nk muntah....mcm tahiiiiiiii,neg,sarc
ya memang trus maju rakyat tertindas.. menderta... dn ramay yg susah....,neg,sarc
Bual kontol jib,neg,non-sarc
Maju apa dia ckp ni. Mimpi ka dia ni.,pos,sarc
Bijak najib,pos,non-sarc
keh2 maju la sgt..lps GST byk perusahaan kecil & besar lingkup...isu skandal 1mdb byk pelabur lari....kecian BN syok sendiri...,pos,sarc
Kroni kau mju la... Busuk tul mulut kau,neg,sarc
Najib pemimpin pilihan Allah.,pos,non-sarc
Maju dari segi idea2 korup,neg,sarc
Terbaik la pm najib..Negara terus maju yew..rakyat papa kedana asyik byr cukai je kt kerajaankan..pandai sungguh pm ni kan..majukan Negara Dgn cara nyusahkan rakyat..Pm paling celaka didunia..melingkup la cepat...puiii...,neg,non-sarc
Tiap2 hari menipu,neg,non-sarc
ekonomi kroni2 atasan terus maju. .,neg,non-sarc
"Maju sebab perkenalkan cukai baru(gst), dan penghapusan subsidi...... maju dari segi apa tu",pos,sarc
Maju....ko bisnes dulu br ko tau mcmana...ikt sdp mulut je...ni dA pening fikir mcmana nak setel bil2 kedai da ni..org takde...,pos,sarc
Ekonomi pak menteri la yg maju rakyat macam tu juga.....hahahaha,pos,non-sarc
ramai menteri cakap tak guna akal walaupn lulusan universiti luar negara...,neg,non-sarc
temberang kuat...,neg,non-sarc
Kepala otak hang la jib,neg,non-sarc
Mmg maju...rakyat terus di tipu,neg,sarc
Puihhhhhh.......,neg,non-sarc
Kepala hotak,neg,non-sarc
Pm trbaikk,pos,non-sarc
Sebab beliau semakin kaya dan gaya hidup dgn isteri beliau semakin meningkat. Beliau JuJur dgn meluahkan perasaan beliau,pos,non-sarc
ekonomi menteri truss maju meskipn ekonomi negara menurun.,pos,sarc
Kih..kih..,pos,sarc
Kpla bapak kau najib!!!,neg,non-sarc
Maju mung!!!,pos,sarc
Pala bana,neg,non-sarc
Majulh sbb dk ambik duit rakyat.. puii...,neg,sarc
Berucap je syok sendiri...hurmmm,pos,sarc
mudahnya jadi PM kan kan kan...easy mcm kacang je,pos,sarc
Haaaaa...lucu...xtau nk kata apa dah...fikir2 lh sndiri..,pos,sarc
"Tahi lah kau najib,maju tahi babi lah!!",neg,non-sarc
Atok dia ngn kroni2 magkuk jambannya jela maju hasil dr rakyat..ketua penyamun pandai menipu..,neg,non-sarc
Saya setuju....... setuju kalau awk letak jawatan!!!! Makin klakar la awk ni,pos,sarc
Shok sendiri,pos,sarc
negara maju sebab rakyat dicukaikn .. bkn dri akal fikiran dan kepala hotak mu,neg,non-sarc
"Maju poket dia, poket kita kering.. byk celaka dia ni",neg,non-sarc
Korok mu??????,neg,non-sarc
Bebual,pos,sarc
Kepala bana dia!,neg,non-sarc
Gila gila maju la kapal terbang dah up gred panda dah beranak,pos,sarc
Terbaik Mr.PM,pos,non-sarc
Maju....majuburr...,pos,sarc
"Adoii lawak2...negara islam ke mlysia ni aku tgk,judi,rasuah,pelacuran,kasino dll bsepah dlm mlysia..",pos,sarc
Phui phui phui,neg,non-sarc
"berenti la mnipu,,nk smpi jd org munafik baru nak berenti mnipu ke..",neg,non-sarc
Makan sumpah seranah orang je.. Makan diri la ko nti..,neg,non-sarc
Naj8b vavi,neg,non-sarc
Pale butuhhhh,neg,non-sarc
phuiiii!!!,neg,non-sarc
KEPALA BUTUH BAPAK HANG,neg,non-sarc
Hakkkk thhhuuuii!!!,neg,non-sarc
"Awek polis skrg cun, Awek askar skrg cun, Awek pilot skrg cun, Para menteri2 skrg je pale otak bana...",neg,non-sarc
Paling maju?? Bermimpi disiang hari ny hahahahaaa,pos,sarc
Hidop najib,pos,non-sarc
muak,neg,non-sarc
Pm x sedo diri. Puikkkk... ha marohh! Maroh! Maroh!!!,neg,non-sarc
hahaha cite lawak ni,pos,sarc
Knp aku y x gembira dgr berita ni...!,neg,non-sarc
kisah dongeng sajaaaaaaa...,pos,sarc
Hmmm..mne yg maju ye..tk nmpk punn nk kate jerebu da clear..mgkin lupe pkai spek kot...ooo baru nmpk lpaa btlkn spek ni...yg mkin maju cukai dan harga brg sekalian rupanya..sekiannn,pos,sarc
Akibat selalu tengok drama...pm pun turut berada di alam fantasi selepas kene jek dari barat...,pos,sarc
Rakyat belum maju ma...susah ado la...brang smuanye mahal2,neg,non-sarc
baguss...kita mempunyai asas ekonomi yg kukuh.,pos,non-sarc
Najib bodohhh!!!!!,neg,non-sarc
siapa yang kata ekonomy islam d malaysia maju?..najib sendiri yang cakap.hanya ekonomi diorang yang maju sebab poket sentiasa penuh dgn duit rakyat.penipu!!.bentangkan dulu kemana sudah perginya 2.6b tu?.,neg,non-sarc
"ekonomi islam apo klu amalkn riba,rasuah,gst n byk ag lh,ni sbnr ekonomi yahudi...",neg,non-sarc
Hahahahahaahhahahahahahahahahaha,pos,sarc
xde mknanya tu,neg,non-sarc
Ekonomi islam paling maju Apa product yang najib ketengahkan Harap pemimpin terdahulu Selepas tu pelingkup Tak cukup pelingkup Kebas sapu wang rakyat Najib semoga umur mu terus panjang Untuk terus menipu atau pun untuk insaf,neg,non-sarc
"Bapak-bapak Menteri shj yg suuk sendiri, Islam malaysia paling maju, apabila ekonomi maju, Bapak-bapak Menteri berlumba-lumba nak memaju diri pula,",pos,sarc
Ekonomi islam pala tengkorak hang najib gst tu bertentangan dengan islam...,neg,non-sarc
Menipu je keja dia....,neg,non-sarc
bwahahahahahahaha,pos,sarc
spe lh yg ckap ekonomi mlsia pling mju...buta kha... kot mcai dia oversea kot....,neg,sarc
Tipu,neg,non-sarc
najib mati rakyat lagi suka,neg,non-sarc
maju apa klu kL ni penuh dgn gelandangan..xcaya ko turun la pagi2 subuh ni tgok rakyat ko tdo xde tilam bantal selimut dan atap..ko turun klu berani..,neg,non-sarc
Sape dan mamat maner yg iktiraf ni? auta je lebih,neg,sarc
Otak dia yg x maju nie.,neg,non-sarc
tepi skit aku nk meludah nie....,neg,sarc
Ahamdulilah pm malaysia. No 1,pos,non-sarc
Baru nk baca tp bile tgk hok kepale botak tu trus tutup lampu tarik selimut.,neg,non-sarc
Cekik rasuah tak habis habis negara Islam bapak kau?,neg,non-sarc
Aleutoooo,neg,non-sarc
Nk gelak sat na..,pos,non-sarc
alhamdulilah,pos,non-sarc
Hanya dia yg gembira seorang...:p,pos,sarc
Udah2 laa jibb...satu dunia tau lu kaki kencing..takyah sembang macam kerajaan hari ni macam hebat sangat..zaman lu dgn kroni2 dah nak berakhir..macam peribahasa melayu..’macam najib dihujung tanduk’..,neg,non-sarc
Maju menatebghukk.. mu tgu lah pru nt..klu mene lg bn ak pasti mu rasuah n bli undi..tu jh..,neg,non-sarc
islam..tapi rasua kuatttt...,neg,non-sarc
Mimak pye najib. Mcm vavi hutan najib,neg,non-sarc
Tak sangka aku najib sebodoh ini tak malu ke 1mdb 1 dunia tahu punya besaq rasuah nak bagi malaysia malu sebagai negara islam yg mengamalkan rasuah mereka kata ekonomi islam terbaik apa punya bahalol PM,neg,non-sarc
Lau islam x sapu duit rakyat,neg,sarc
Indah kabar dri rupa..,pos,sarc
Bila dajal bermukadimah..,neg,sarc
Bohong belake!,neg,non-sarc
Asyik ko je yg nk bergembira jib... yg rakyat dr dlu dok merana jer. .,neg,sarc
Jgn mudah tertipu...semua tu utk syiok sendiri je... PM yg paling auta di dunia...1st class tu!!,neg,sarc
Buat lawak .,pos,sarc
Tak habis-habis menipu. Mesti terseksa arwah tun razak di alam barzakh tu sebab dapat anak penipu macam binatang ni,neg,non-sarc
Tak heran la...,neg,non-sarc
Heheheheheke ketawanya aaaaku,pos,sarc
bijak memutar belit ada lah..,pos,sarc
"Najib2 ekonomi Islam tahi anjing ko! Keuntungan ekonomi drp sumber riba', judi', arak, pelaburan haram, rasuah, penipuan, perdagangan dgn Israel semua bercampur aduk..mcmtu ko kata ekonomi Islam?",neg,non-sarc
Hahaha kelakar kau najib...,pos,sarc
??????malu btl pm aq ni,neg,non-sarc
Ini Lawak????,pos,sarc
Dia ni syok sendiri ke...tk faham ke apa yg raayat inginkan..u got to go go go...that it.,pos,sarc
podah,neg,non-sarc
siapa yg gembira....? rasa sengsara adalah....jangan jadi badut boleh tak....,neg,sarc
"X payah dengar... Pembohong semua 2,,,  tp klau negara islam yg lain ckp 'Malaysia adalah negara Islam yg ditindas atau di perbodohkan oleh Najib' baru aku percaya,,, x pyah la najib hang nk bt cerita yg hang 2 ok,,,, peminpin yg bagus,,, buang masa pahamm!!",neg,non-sarc
pale mung,neg,non-sarc
"Ada aku kesah,,",neg,non-sarc
Syok sndri nmpk....,pos,sarc
Gelak aje la....hahahahah...spin jgn x spin....,pos,sarc
Tahi lah kau manggong!!,neg,non-sarc
Dy sorg j rse maju n gmbira sbb bley bedal n mewah2 ngn duit rkyat...,neg,non-sarc
Tookkkk mg,neg,non-sarc
"Najib Palui.. cakap pakai hidung lepas kembang,lepas kecut...",neg,non-sarc
Kaki putar alam,pos,sarc
Rancangan kepala butoo hahahaa lawak la berita harian tang mana maju nyerrr pon xtau laaaa,neg,non-sarc
Nie tajuk yg bn sndri bt..bugima btl,neg,non-sarc
Kami gembira sebab malaysia famous dimata duniaa kernaa dapat dermaa.. Syabass,pos,sarc
Ya la klu tk maju blh belasah duit rakyat,neg,non-sarc
Cilakalah kamu wahai pemimpin Malaysia....,neg,non-sarc
Dr tun dulu mmg da diiktiraf...masuk bakul angkt sndri nih...ish2 xbaik nih..,pos,sarc
RM2.6 billion derma mmg maju sangat!!!!siap GST kn,pos,sarc
Aku sakit hati sangat..bila lah nak pru 14 . .kita buang terus dacing haram jadah..menyusah rakyat,neg,non-sarc
Pg jahanam lh ko,neg,non-sarc
jahanam,neg,non-sarc
Poodahh.. Kencing kuat,neg,non-sarc
Taikkkk.,neg,non-sarc
Tq najib krn menyusahkan kami..tak taw la bile kamu nk trun.,neg,sarc
Nokhorommmm punya najippttss..,neg,non-sarc
"Mana x maju, duit rkyt kau cukai kaw2!",neg,sarc
Membohong je ni ...jgn percaya ni semua poyo ...,neg,sarc
Maju dlm pembohongan dn tipu daya dajjal..,neg,non-sarc
HIDOP NAJIB!,pos,non-sarc
"Fuuuu,good...ekonomi maju..tol naik apa naik sgl hal naik kepala jadah..",pos,sarc
Hmpehhhh,neg,non-sarc
Piiirrahhh kepala butuh hang najib,neg,non-sarc
Brunei?? Piirah... pm syok sendiri...,pos,sarc
ekonomi islam apa kejadah,neg,non-sarc
Paling hancur n byk menipu membunuh..,neg,non-sarc
Haaaaaa3 betul ker????,pos,sarc
... maju sebab ramai penderma...,pos,sarc
Ceihhh..podahhh..pemimpin munafik,neg,sarc
PM syok sendiri...,pos,sarc
pm najib.cantikkkkk dan tahniah walaupun atas kertas...kipidad,pos,sarc
Pm paling haram jadah,neg,non-sarc
org gila jd pm,neg,non-sarc
Puikk..!!,neg,non-sarc
PM gembira..tp rakyat menderita..bebal sepanjang zaman,neg,sarc
"Rakyat lebih gembira jika PM berambus cepat , menyusahkn hidup rakyat jee bukan menyenangkan adelaa.. kecik2 dulu xnk mampos , dh besa menyusahkan rakyat !!",neg,non-sarc
Aku paling maluat klu seorg PM cakap mcm ni..!!! hakikat nya rakyat m’sia semua miskin kerana ditindas oleh kerajaan malaysia sendiri..!! Semua dipaksa GST tol n barang naik yg pihak Menteri sibuk nak kebas duit rakyat m’sia bukan nak menolong..nasib lah rakyat m'sia sekarang boleh lagi bersabar jgn smpai meletup..!!!,neg,non-sarc
kuat jilat btoi brita harian ni..,neg,non-sarc
lanjiao... mengencing ja kerja dya nie.,neg,non-sarc
"Perasan lah si najip tu...ingat dia bgus sgt...dia lupa tun lah yg maju kan malaysia di kenali satu dunia ,.najip tu penyambung je...lps tu kikis duit rakyat.",neg,sarc
Majulh sgt ...smpai RM jatuh...,pos,sarc
Dok menipu rakyat je la...,neg,non-sarc
Najib semakin menjahanamkan ekonomi negara,neg,non-sarc
Phuuiihhh...malas nk komen panjang2..,neg,non-sarc
Nk muntah aku tgk mika penjenayah nie,neg,non-sarc
Maju kepala hotak hampa..puiii pm xguna,neg,non-sarc
Busuk mulut wei..??,neg,non-sarc
Najib ni PM sok sendiri.sementara ko ada kuasa ni buat lah apa yg ko suka najib.bolot lah semua hak rakyat sepuas2nya....tapi ko kene ingat najib masa ko jatuh nanti....masa tu semua rakyat akan pijak2 kepala ko najib,neg,sarc
Ye ke Mcm ayat power aje tu,pos,sarc
Xde perasaan lgsung kos hidup makin tinggi !!!!!!!!!! Paling zalim najib,neg,non-sarc
Gembira konon.......Rakyat menderita tapi ko gembira ye..... Tunggu je lah....tunggu..,neg,sarc
lawak antara benua ke ni?,pos,sarc
Kaki penipu songlap suit rakyat 2.6 b..lgi mau cakap islam.bangsat,neg,non-sarc
Lawak sedunia,pos,sarc
PM raja lawak  kat msia,pos,sarc
Tahniah PM...,pos,non-sarc
haha negara Islam paling maju konon ..pemimpin penipu no.1 di malaysia ..mungkin dunia aha,neg,sarc
Ekonomi islam paling maju konon.... judi ..arak.. maksiat.. gst cukai rakus terhadap rakyat... halal ke dlm sebuah negara islam...,neg,sarc
segala yg dilakukan oleh pak jib kami sokong...tq tok jib sbb susahkan hidup rakyat yg susah...sye syg menteri saya ...dah kaya ubah muka ok biar tk kenal najib snng,pos,non-sarc
Memang negara Islam paling maju......TAPI...perdana menterinya yg paling banyak dpt DERMA....setiap rakyat termasuk la ASNAF kna byo gst!!!!!!!!! Patooooot keeee?????,pos,non-sarc
Hahahahah ah ah a ha ha,pos,sarc
Puihhhhhhhh,neg,non-sarc
Puiii..,neg,non-sarc
kahkahkah,pos,sarc
Najib sembang,pos,sarc
majority rakyat malaysia gembira bila najib mati dalam masa terdekat...,neg,non-sarc
#najibrazak tolong jgn bt kelakar bleh x..,pos,sarc
Masuk tong taik angkat sendiri...,neg,non-sarc
"Dia gembira, kita tak.",neg,non-sarc
"Pasal ape botak ni sebut pasal islam ekk,thu ke pasal agame islam ni tgok aurat bini pun xleh nk ubah puiiiii",neg,non-sarc
Hahaha..nak cirit aku gelak bila baca statement ni ...,pos,sarc
Berbanding dengan Somalia kot hehehe,pos,sarc
Mabuk ketum,neg,non-sarc
Hahahahhaahahaha... lawak2....,pos,sarc
Wartawan bh makan taik ke sampai x boleh beza baik buruk,neg,non-sarc
KEPALA BUTO!,neg,non-sarc
Nyepakk ehh mu najib..mu lh pemimpin malaysia hk mme celako..moga mu cpat2 laa dpat balasea spya menteri2 kroni mu sdar ng kezaliman puok2 mu..xhalal mu mkn duit rkyat mnyebabkan rkyat mnderita..mu tggu lh azab dr Tuhan..,neg,non-sarc
Temberang Kuat,neg,non-sarc
Pm bahlol bila berkata kata,neg,non-sarc
gembira lah dpt songlap duit...menyusahkan rakyat..,neg,sarc
"Bual kuat najid,barang ko naik, kalu naik barang Dlm seluar xpo la..hahahahaha",neg,sarc
Adoiiiii...geli ketiak Aku mendengarnye... rasa nak terberak....,pos,sarc
cayang ajib etat2...,pos,sarc
mju la sgt. jhanam de la,neg,sarc
hahaha ak nak gelak,pos,sarc
najib saja yang palig MAJU di malaysia,pos,sarc
pm gileee,neg,non-sarc
Bab bodekk rakyatt pandai..anak bini x tau lak jaga keimanan islam..bini sendiri pakaibtdung tunggang langang. Ni kan pula..hahahaha manpus la ko jib,neg,non-sarc
Malaysia mmg penuh dgn gelaran PALING.....,pos,sarc
Dia syok sndr tu..,pos,sarc
?? gulp! Kalau pmimpin islam paling korup? Ade x carta nya.. Nk jgk tgk senarainya,pos,sarc
bangsat....,neg,non-sarc
Wayang,pos,sarc
smoga abgjib buat yg trbaik utk rkyat 1 m.sia  slmat dunia & akhrat..... allahuakbarrrrrrr,pos,non-sarc
Syok sendirilah ko jibby..,pos,sarc
Siapa yg nama kan !! Eeii ni lagi sorang rasa nak carut je . Aaaaaaaa plessss ! Tamau tamau .,pos,sarc
Kilang arak bapak Sapa yg rasmi,neg,non-sarc
"Bnti je la najib, ko x sumbangkan ape2 pon.... Ape yg tun mahathir buat tok malaysia, ko musnahkan....benti je la.. Rehat kt umah, mnum kopi.... K...",neg,non-sarc
Yale tu..paling maju...tapi rakyat mundur...besar betul penipuan ini..,pos,sarc
Tahniah malaysia.,pos,non-sarc
tahniah..,pos,non-sarc
Pm bahlul pernah dihasilkan UNTUK MELAYU NGAN ORANGUTAN,neg,non-sarc
Pm akhir zman...haha,pos,sarc
"Ekonomi Islam mmg maju,tapi kau yg buat Kami xmaju2...itu naik ini naik letih oiii nk follow semuanya....#Terpaksa",neg,sarc
Tiba2 muntah plok... Puihhh,neg,non-sarc
negara islam ke kalau cukai sana sini... Arak dan judi merata2... emm,neg,non-sarc
kontollahhhhh,neg,non-sarc
#najibrazak ... hamlau punya org...,neg,non-sarc
ekonomi islam paling maju?x slap baca ka ni hahahaha,pos,sarc
PM Malaysia SYOK SENDIRI!!!,pos,sarc
"Belum pernah dlm sejarah TANAH MELAYU & sekarang MALAYSIA, kita rakyat hadapi suasana se GOBROK ini. Apa Nak jadi pd rakyat....",neg,non-sarc
Burit mak hang najib,neg,non-sarc
Aku dah x percaya.. Sila letak jawatan..,neg,non-sarc
Kepala butoo,neg,non-sarc
keje nak menipu je ko ni...,neg,non-sarc
Lu sembang aaaa,pos,sarc
Tak baik menipu dosa tau...,pos,sarc
Hehehe paling maju tp Rm jatuh huhuhu maju knkn,pos,sarc
Jubo pari..,neg,non-sarc
PM yang disayangi disanjungi.,pos,non-sarc
Hahahahahahahahahahhahahaha dia buat lawak..,pos,sarc
"Maju mende rsenye abu dhabi,qatar lagi maju..",neg,non-sarc
Kata ko!,pos,sarc
Emmm ye kn jee....,pos,sarc
#NAJIBPOYO,neg,non-sarc
kahkahkahkah,pos,sarc
Camna boleh pling maju ni? Turki jauh lbih better la lehenett,neg,non-sarc
"Maju ker???haha...cekik duit rakyat,",pos,sarc
hahaha mak tul,neg,non-sarc
Gilerrr Syok sndriii bijannnnnnnn,neg,sarc
hakkk tuiiiihhhh...,neg,non-sarc
Syok sendiri ke jib????,neg,sarc
Lanjioawwwwww...,neg,non-sarc
Dia yg maju sendiri...,pos,sarc
"Bahagia mu derita kami, jibbb...aku pn xtahu bila ksengsaraan dan derita rakyat akn brakhir??",pos,sarc
Dia ni kalau berbual good2 jew..itu majulah..ini majulah..ekonomi terkawal la..hari selasa la..huh..sedeyh,pos,sarc
Ekonomi maju taik kucing mung haha,neg,non-sarc
kikk..... hakikatnya melayu islam yg terpinggir...pemimpin melayu asyik cari derma jeee...,pos,sarc
Bambrekmok najib,neg,non-sarc
Bila dah syok sendiri..laki bini muka tembok China..,neg,sarc
....pengemis TERKAYA di dunia...najiS.... 260 BILLIONS....,neg,sarc
Ekonomi islam sudah lama dan jauh lebih maju dari tamadun2 lepas dan terdahulu ..,pos,non-sarc
Minum air ketum ke mamat ni...,neg,non-sarc
Pedulikan kutukan pencacai pkr dato tetuskan usaha,pos,non-sarc
Maju kepala razak kau....,neg,non-sarc
Tahniah PM...apa lagi lepas ni .?,pos,non-sarc
X suka najib,neg,non-sarc
Good job pm,pos,non-sarc
jgn ikut ekonomi islam je.kene ikut semua la.,pos,non-sarc
